Geneid	gene_name	Fast_A3_1Aligned.sortedByCoord.out.bam	OF_A7_1Aligned.sortedByCoord.out.bam	s_3DPF_C4_1Aligned.sortedByCoord.out.bam	OFF_A10_1Aligned.sortedByCoord.out.bam	Fast_A6_1Aligned.sortedByCoord.out.bam	OFF_A13_1Aligned.sortedByCoord.out.bam	OF_A8_1Aligned.sortedByCoord.out.bam	s_3DPF_A4_1Aligned.sortedByCoord.out.bam
LOC103061415	NA	82	63	100	95	72	145	105	89
LOC107326744	NA	59	46	40	397	83	40	43	34
LOC112543143	NA	92	38	98	140	119	150	91	90
LOC103062037	NA	269	135	306	435	396	459	332	301
GEMIN6	NA	38	81	117	82	52	74	89	92
LOC103062521	NA	0	0	0	0	0	0	0	0
LOC112543144	NA	177	82	198	489	227	579	226	232
LOC103063476	NA	76	52	87	82	46	66	82	76
LOC107326745	NA	0	0	0	2	0	0	0	0
TRNAV-CAC_6	NA	0	0	0	0	0	0	0	0
TRNAG-CCC_2	NA	0	0	0	0	0	0	0	0
TRNAN-GUU_10	NA	0	0	0	0	0	0	0	0
TRNAV-AAC_6	NA	0	0	0	0	0	0	0	0
TRNAE-CUC_5	NA	1	0	0	0	0	0	0	0
TRNAV-AAC_7	NA	1	0	0	0	0	0	0	0
LOC103064667	NA	0	0	0	0	0	0	0	0
LOC112543151	NA	0	1	1	1	2	0	4	3
LOC103064908	NA	0	1	1	1	3	0	2	0
LOC107326746	NA	0	3	0	0	0	0	0	0
LOC103065378	NA	0	0	0	0	0	0	0	0
LOC103065627	NA	278	801	406	327	318	433	558	365
TRNAC-GCA_4	NA	0	2	0	0	1	2	0	0
TRNAC-GCA_5	NA	0	0	0	1	0	0	2	0
LOC103066184	NA	949	1976	1627	1393	1236	1166	1931	1384
LOC103066736	NA	58	32	71	119	115	97	110	82
LOC103066980	NA	4	1	2	8	7	4	8	1
LOC103067212	NA	2	8	2	4	2	0	8	0
LOC112543155	NA	3	1	4	2	1	6	2	4
LOC103067672	NA	1615	2085	3028	9649	2426	2243	4640	2475
LOC103067899	NA	2	4	0	2	3	13	1	5
LOC103068137	NA	2	7	9	4	5	1	8	10
BIN3	NA	6	11	24	23	27	20	37	15
LOC103048287	NA	1	0	0	0	2	0	0	0
LOC103048514	NA	2	4	9	5	10	10	1	3
LOC112543156	NA	12	0	2	34	1	10	4	1
NDUFC2	NA	2873	4835	3517	3403	4136	3566	4238	3815
LOC103049066	NA	0	0	2	3	2	3	2	2
LOC112543157	NA	0	0	0	0	0	0	0	0
LOC103049311	NA	192	401	353	238	218	352	429	345
CDC42EP2	NA	245	185	162	168	269	323	167	193
LOC103049794	NA	27	20	23	28	30	42	18	32
LOC112543158	NA	59	360	284	39	32	35	339	178
LOC103050042	NA	2	1	0	0	0	0	0	0
LOC103050288	NA	219	213	133	222	248	444	209	111
LOC103050686	NA	25	62	51	43	34	36	42	55
LOC112543159	NA	314	433	394	465	438	398	549	485
LOC103050915	NA	0	0	0	0	0	0	0	0
LOC103051156	NA	0	0	0	0	0	0	0	0
LOC112543160	NA	0	0	0	0	0	0	0	0
LOC103051636	NA	96	100	98	82	69	118	75	121
LOC103051869	NA	63	75	95	100	112	60	96	77
LOC103052023	NA	9	15	13	17	0	19	6	25
LOC103052264	NA	0	0	0	0	0	0	0	0
LOC112543161	NA	0	0	0	0	0	0	0	0
LOC112543162	NA	1	0	0	0	0	0	0	0
LOC103052497	NA	0	0	0	0	0	0	0	0
LOC103052733	NA	0	0	0	0	0	0	0	0
LOC103052968	NA	100	338	182	118	120	143	185	152
LOC103053196	NA	1	0	0	4	0	0	2	0
LOC107326747	NA	358	183	425	549	522	517	492	466
LOC103054061	NA	46	40	43	45	66	81	84	50
LOC112543163	NA	20	21	28	21	16	39	20	40
LOC103054303	NA	727	583	790	1211	1210	1217	865	936
LOC112543164	NA	0	2	0	0	1	0	0	0
LOC112543165	NA	1	0	0	0	0	0	0	0
LOC103055189	NA	2	0	0	0	1	0	0	0
HTR6	NA	1	11	3	6	8	12	6	5
LOC103055882	NA	10	21	12	33	8	22	51	22
LOC112543170	NA	0	0	0	0	0	0	0	0
LOC112543168	NA	0	0	0	0	0	0	0	0
LOC112543169	NA	0	0	0	0	0	0	0	0
LOC103056371	NA	99	54	76	87	75	100	77	73
TRNAM-CAU_8	NA	0	0	0	0	0	0	0	0
LOC112543172	NA	102	55	125	170	126	141	109	121
LOC112543173	NA	0	0	0	0	0	0	0	0
LOC112543174	NA	2	0	0	2	0	1	0	0
LOC103057019	NA	185	329	253	295	290	292	309	271
LOC103057254	NA	70	50	114	112	117	170	162	88
ZBTB9	NA	394	668	594	712	605	601	523	664
LOC112543175	NA	211	153	161	242	138	189	200	185
LOC103058124	NA	0	0	0	0	0	0	0	0
LOC103058512	NA	1	30	0	0	1	0	62	2
LOC112543176	NA	58	43	87	124	64	99	88	68
LOC107326750	NA	0	0	0	1	1	1	6	0
LOC103059239	NA	1	0	0	0	0	0	0	0
LOC103059478	NA	158	59	221	236	208	223	256	217
LOC103059720	NA	0	0	0	0	0	0	0	0
LOC103059958	NA	622	503	429	527	819	1139	517	435
LOC103060199	NA	53	100	204	163	117	181	163	183
LOC103060432	NA	0	0	0	0	2	0	0	0
LOC107326751	NA	0	0	0	0	0	0	0	0
LOC103060932	NA	11	24	19	15	11	12	16	18
LOC103061174	NA	154	441	237	259	202	290	357	265
LOC103061416	NA	234	193	159	336	342	466	175	161
LOC103061655	NA	45	81	49	80	40	84	72	53
LOC103061878	NA	0	0	0	0	0	0	0	0
LOC112543177	NA	0	0	0	0	0	0	0	0
LOC103062277	NA	0	0	0	0	0	0	0	0
LOC103062522	NA	3	7	0	3	0	0	2	3
LOC103063004	NA	1	0	0	0	0	0	0	2
LOC103063241	NA	2577	3857	3546	3839	3479	4773	3852	3489
LOC112543178	NA	0	0	0	0	0	0	0	0
LOC103063478	NA	0	0	0	0	0	0	0	0
EFS	NA	86	149	210	206	123	183	199	199
LOC103063942	NA	106	36	41	116	180	120	32	34
LOC103064101	NA	30	38	61	76	58	77	51	62
CLDN2	NA	16	25	15	15	12	33	15	26
LOC103064578	NA	139	146	87	223	155	167	134	110
PTMA	NA	3665	3617	5070	5319	5393	5061	4607	6049
DHRS7C	NA	46	195	147	121	46	94	208	174
ARMC7	NA	150	282	246	247	185	207	284	207
NT5C	NA	211	288	304	364	253	263	356	282
LOC103066652	NA	122	139	132	161	110	125	88	113
LOC103066901	NA	0	0	0	0	0	0	0	0
LOC112543180	NA	1	0	0	3	2	0	0	0
LOC112543181	NA	1	0	0	0	0	0	0	0
LOC112543182	NA	28	81	25	65	27	66	102	33
LOC103067596	NA	0	0	0	0	0	0	0	0
LOC103067830	NA	70	154	111	141	68	120	105	125
LOC112543184	NA	0	0	0	0	0	0	0	0
TTC9C	NA	533	631	405	605	750	651	517	356
PIP4P1	NA	89	137	116	151	131	127	123	115
LOC103048212	NA	0	0	0	0	0	0	0	0
LOC112543185	NA	0	2	0	0	0	0	0	1
LOC103048446	NA	122	325	254	240	212	227	260	215
RBM8A	NA	1611	1216	1317	2167	2466	1976	1114	1304
LOC103049223	NA	40	221	176	90	61	74	171	112
LOC112543186	NA	0	2	4	4	4	7	10	6
LOC107326755	NA	1	71	40	26	7	4	56	18
LOC103049874	NA	1078	1353	1116	1718	1393	1555	1270	1119
LOC103050117	NA	34	133	101	113	43	117	108	89
LOC103050368	NA	5	90	25	15	4	11	58	29
LOC103050616	NA	1	0	0	0	0	0	0	0
LOC103051084	NA	4	2	2	2	3	3	5	2
LOC103051325	NA	1774	2318	1723	2000	2507	1935	2206	1602
MSL3	NA	91	88	174	177	131	197	177	138
LOC107326756	NA	4	2	3	0	1	1	2	2
LOC112543187	NA	0	0	0	0	0	0	0	0
LOC107326757	NA	0	0	0	0	1	0	0	0
LOC103052421	NA	6	4	21	32	15	6	19	16
LOC112543188	NA	15	12	13	29	14	18	16	20
LOC103052890	NA	2	10	10	0	0	13	13	2
LOC103052656	NA	3	8	5	13	14	15	3	2
LOC112543189	NA	0	4	2	0	0	0	0	0
LOC103053111	NA	3	12	16	3	4	3	13	5
LOC112543190	NA	2	2	5	3	3	3	1	1
LOC112543191	NA	30	118	109	94	132	127	105	53
LOC103053345	NA	230	267	292	470	276	407	449	412
LOC112543192	NA	0	4	0	0	1	0	2	8
LOC103053584	NA	50	1448	108	1064	214	55	843	162
LOC112543193	NA	8	23	24	5	12	15	21	5
LOC107326758	NA	1	0	0	0	3	0	0	0
LOC103054552	NA	0	0	0	0	0	0	0	0
LOC103054794	NA	0	0	0	0	0	0	0	0
LOC103055027	NA	782	892	901	1508	1103	1453	961	845
LOC103055274	NA	1	0	0	0	0	0	1	0
LOC103055509	NA	0	0	0	0	0	0	0	0
LOC107326759	NA	3	0	0	0	0	0	0	0
LOC103055978	NA	2	0	0	0	0	0	0	0
LOC112543195	NA	0	0	0	0	0	0	1	0
LOC103056219	NA	73	92	97	124	72	107	105	92
LOC103056455	NA	19	42	28	48	37	53	38	29
LOC103056688	NA	98	116	82	150	111	92	141	131
LOC112543196	NA	31	48	75	53	43	28	78	108
REM2	NA	0	3	3	0	0	0	2	0
LOC103057400	NA	68	161	143	15	86	8	161	113
LOC112543197	NA	22	30	12	42	42	45	30	30
LOC103057640	NA	0	0	0	0	0	0	0	0
LOC103057882	NA	0	0	0	0	1	0	0	0
LOC103058125	NA	27	54	50	37	41	42	45	65
LOC112543198	NA	0	0	0	0	0	0	0	0
LOC103058749	NA	1300	4070	3943	1572	1500	1660	4985	4328
LOC103058992	NA	71	31	72	125	91	105	75	78
LOC103059163	NA	1	3	6	0	0	1	8	0
LOC107326760	NA	254	95	233	429	353	430	294	220
LOC103059399	NA	24	23	30	49	34	39	43	31
LOC112543200	NA	49	28	35	68	74	64	55	49
LOC103059721	NA	0	0	0	0	1	0	0	0
LOC112543201	NA	4	1	0	1	3	11	1	6
FLOT2	NA	1583	2436	1978	1864	1976	1646	2035	2014
LOC112543202	NA	0	0	0	0	4	0	0	0
LOC103060200	NA	376	425	747	608	560	675	630	644
LOC103060682	NA	6	109	4	76	20	17	131	9
LOC103061175	NA	1	0	2	2	4	1	0	3
LOC103061417	NA	0	0	0	0	0	0	0	0
LOC103061879	NA	1	34	0	4	1	1	2	1
LOC103062366	NA	0	0	0	0	0	0	0	0
LOC103062610	NA	170	225	224	284	233	242	258	220
LOC103063005	NA	32	34	26	50	46	44	41	26
LOC103063163	NA	0	0	2	3	2	0	0	2
LOC112543203	NA	0	0	0	0	0	0	0	0
LOC112543204	NA	206	262	263	356	301	367	279	322
LOC103063786	NA	35	64	73	41	31	43	93	90
LOC112543205	NA	0	0	0	0	0	0	0	0
LOC112543206	NA	0	1	0	0	0	0	0	0
LOC103064024	NA	179	185	241	324	201	372	328	242
LOC112543207	NA	1	0	0	0	0	0	0	0
LOC103064270	NA	0	0	0	0	0	0	0	0
LOC112543208	NA	0	0	0	0	0	0	0	0
LOC103064506	NA	0	0	0	0	0	0	3	2
LOC112543209	NA	2	38	13	17	4	10	23	8
LOC107326761	NA	1	0	0	3	0	0	3	0
LOC103065145	NA	14	7	20	15	8	13	11	14
LOC112543210	NA	0	0	0	0	0	0	0	0
TSFM	NA	287	559	563	492	463	350	570	612
LOC103065628	NA	24	21	63	55	48	48	44	45
LOC103065871	NA	213	162	257	349	220	332	308	209
LOC112543211	NA	0	0	0	0	0	0	0	0
LOC112543212	NA	0	0	0	0	0	0	0	0
LOC103066516	NA	0	0	0	1	0	0	0	0
LOC103066737	NA	23	34	48	39	34	48	47	51
LOC103066981	NA	252	214	311	343	412	213	224	468
LOC103067213	NA	257	212	383	278	247	302	371	334
LOC103067441	NA	73	266	213	226	179	315	403	249
LOC112543213	NA	0	0	0	0	0	0	0	0
LOC107326762	NA	4	7	5	4	5	6	14	1
LOC107326011	NA	0	0	0	0	0	0	0	0
LOC103048056	NA	273	195	243	310	224	297	320	307
LOC112543214	NA	1209	2058	1466	1335	1563	1525	1862	1991
LOC103048289	NA	90	220	218	176	105	159	175	260
LOC103049068	NA	159	117	309	357	282	383	291	250
LOC103049312	NA	225	554	344	724	319	545	496	326
LOC103049549	NA	2	0	1	0	0	0	0	0
LOC103049795	NA	2	2	16	14	7	7	16	18
LOC103050044	NA	29	40	42	31	14	41	49	45
LOC103050290	NA	48	121	139	89	47	121	95	114
LOC112543216	NA	11	13	14	24	13	19	7	10
LOC103050533	NA	131	90	144	271	202	172	135	154
LOC103050779	NA	24	79	39	119	31	42	86	45
LOC112543217	NA	34	83	47	94	54	54	71	41
LOC103051004	NA	120	110	164	194	174	191	127	156
LOC103051246	NA	20	73	22	66	27	71	61	66
LOC103051712	NA	554	882	1307	1384	1135	1546	966	1075
CUTA	NA	911	1908	1141	1412	1148	1260	1564	1066
LOC112543219	NA	41	33	53	43	30	74	59	70
LOC103052422	NA	0	0	0	0	1	0	0	0
LOC103052657	NA	204	172	131	1283	265	201	188	150
LOC112543220	NA	0	0	0	0	0	0	0	0
LOC112543221	NA	0	0	0	0	0	0	0	0
LOC103053112	NA	197	258	249	214	230	302	306	323
LOC112543223	NA	0	0	0	0	0	0	0	0
LOC103053347	NA	0	0	0	0	0	0	0	0
LOC112543224	NA	34	55	51	61	38	80	77	44
TP73	NA	0	0	0	0	0	0	1	0
CHPF2	NA	862	1899	1540	1593	1174	1442	1759	1527
EIF3J	NA	2533	3432	3895	3923	3419	3684	4766	3931
LOC103054306	NA	474	394	645	686	648	758	576	590
LOC103054795	NA	19	8	46	25	20	20	28	21
LOC103055029	NA	35	99	87	65	29	41	43	90
LOC103055276	NA	1569	2199	3238	2142	2055	2120	3244	3733
LOC112543225	NA	14	26	28	34	48	72	56	44
LOC112543226	NA	0	6	0	9	3	0	8	2
LOC112543227	NA	0	0	0	0	0	0	1	3
LOC103056221	NA	70	63	69	102	41	98	76	78
LOC112543228	NA	15	0	6	1	7	0	0	0
LOC103056936	NA	0	2	1	0	0	1	0	1
LOC103057164	NA	0	0	0	0	1	0	0	0
LOC112543229	NA	1	1	5	9	1	3	23	7
LOC103057401	NA	0	15	4	0	0	0	25	0
LOC112543230	NA	38	46	41	75	58	63	57	50
HPX	NA	39	10	36	106	101	121	15	22
LOC112543231	NA	0	0	0	0	0	0	0	0
LOC112543232	NA	44	19	77	100	60	58	43	74
LOC112543233	NA	7	1	1	2	9	5	4	8
SLC39A2	NA	1	3	3	2	0	3	9	4
LOC112543234	NA	0	0	0	2	0	0	0	0
LOC103058126	NA	11	13	19	18	21	13	33	30
LOC103058355	NA	1027	2576	2858	1030	1403	1265	2438	3151
LOC107326765	NA	0	1	0	3	0	7	1	0
LOC112543235	NA	0	0	0	0	0	0	0	0
LOC103058592	NA	0	0	0	0	0	0	0	0
LOC107326767	NA	0	0	0	0	0	0	0	0
LOC112543236	NA	1	3	2	2	2	7	4	5
LOC112543239	NA	0	0	0	0	0	0	0	0
LOC112543237	NA	0	0	0	0	0	0	0	0
LOC112543238	NA	0	0	0	0	0	0	0	0
LOC103059549	NA	13	15	0	3	2	10	12	6
LOC112543240	NA	13	35	27	46	18	42	67	50
LOC103059960	NA	65	64	83	65	61	78	58	79
LOC103060201	NA	0	0	0	0	0	0	0	0
LOC112543241	NA	194	105	112	1234	302	190	126	111
LOC103060433	NA	196	133	130	1514	273	211	111	116
GLIPR1	NA	23	22	53	57	26	23	67	50
LOC103060934	NA	333	113	394	566	491	492	380	429
LOC112543243	NA	146	115	139	209	163	180	183	181
LOC103061419	NA	13	7	19	9	9	12	17	26
LOC112543244	NA	0	0	0	0	0	0	0	0
DNAL1	NA	20	42	16	41	34	57	63	26
LOC103062124	NA	0	2	5	3	2	5	5	4
LOC103062367	NA	93	166	110	125	79	169	150	97
LOC103062850	NA	5661	12070	7663	6857	8207	7425	8986	7266
LOC112543245	NA	0	0	0	0	0	0	0	0
LOC107326768	NA	0	0	0	0	0	0	0	0
LOC103063087	NA	289	222	343	434	272	427	434	325
LOC107326769	NA	0	0	0	0	0	0	0	0
LOC103063564	NA	0	0	0	0	0	0	0	0
LOC103063787	NA	0	0	0	0	0	0	0	0
LOC103064185	NA	16	10	9	2	8	5	6	8
LOC103064421	NA	0	0	0	0	0	0	0	0
LOC112543247	NA	24	34	32	22	14	54	16	36
LOC103064669	NA	0	0	0	0	0	0	6	1
LOC103064912	NA	1554	2319	1753	1871	2116	2264	2475	1915
LOC103065147	NA	92	105	162	140	109	158	164	167
LOC112543248	NA	0	0	0	0	0	0	0	0
LOC103065381	NA	0	0	0	0	0	0	0	0
LOC103065630	NA	151	225	187	254	236	244	218	168
LOC103065873	NA	0	0	0	0	0	0	0	0
LOC112543249	NA	0	0	0	0	0	0	0	0
LOC112543250	NA	0	0	0	0	0	0	0	0
LOC103066113	NA	0	0	0	0	1	0	0	0
LOC112543251	NA	7	11	6	6	5	7	19	0
LOC103066583	NA	29	45	43	48	36	48	29	24
LOC112543253	NA	3	3	0	1	5	0	2	2
LOC112543252	NA	1	0	0	1	0	1	0	0
LOC103067067	NA	103	192	263	240	130	193	412	241
LOC112543254	NA	935	459	1482	1242	1353	1292	1718	1037
LOC103067755	NA	25	14	46	26	18	27	30	60
LOC103067981	NA	52	130	92	71	68	66	140	103
LOC103068221	NA	339	883	785	1004	489	835	1845	735
LOC103048129	NA	51	63	66	97	66	59	107	83
LOC103048290	NA	599	604	726	961	772	986	740	783
LOC103048517	NA	76	101	118	151	127	155	95	109
LOC112543255	NA	10	16	20	14	9	18	52	44
TRNAG-GCC_10	NA	0	0	0	0	0	0	0	0
LOC103048903	NA	0	1	9	0	1	3	10	1
LOC103049137	NA	11	27	64	26	39	6	27	41
LOC103049313	NA	108	107	130	159	116	194	175	148
LOC103049550	NA	0	6	3	6	1	0	2	1
LOC103049796	NA	0	0	0	0	0	0	0	0
LOC112543257	NA	0	0	0	0	0	0	0	0
LOC103050046	NA	167	291	283	390	200	301	319	333
LOC112543258	NA	0	4	7	5	0	2	1	0
LOC103050292	NA	255	213	274	366	290	243	384	228
LOC103050535	NA	0	0	0	0	0	0	0	0
LOC112543259	NA	29	37	38	73	37	69	66	56
LOC112543260	NA	2	0	0	0	0	1	0	1
LOC103051247	NA	83	102	113	150	117	111	105	99
LOC107326772	NA	0	0	1	0	1	0	0	1
LOC112543261	NA	2	1	1	2	2	1	3	5
LOC103051483	NA	29	30	25	30	45	44	23	23
LOC103051951	NA	0	0	0	0	0	0	0	0
LOC103052184	NA	24	28	28	37	29	58	18	27
LOC112543262	NA	0	0	0	0	0	0	0	0
LOC112543263	NA	5	12	13	10	2	3	8	14
LOC103052658	NA	59	117	95	100	79	49	105	88
LOC112543264	NA	95	20	37	15	125	68	17	38
PSMF1	NA	1018	1141	923	2101	1560	1216	1028	844
LOC103053348	NA	3	5	5	12	6	11	11	13
LOC103053586	NA	33	89	36	64	51	40	85	39
LOC103053826	NA	0	0	0	0	0	0	0	0
LOC103054063	NA	0	13	18	6	9	26	20	15
LOC103054307	NA	0	0	0	0	0	0	0	0
LOC103054711	NA	248	359	560	296	218	335	597	646
LOC103054947	NA	7	26	5	32	3	2	36	1
LOC103055190	NA	83	199	197	149	82	140	229	185
LOC103055884	NA	21	32	29	40	20	24	29	49
LOC103056131	NA	119	101	97	166	177	220	115	89
LOC103056373	NA	17	68	39	25	23	31	29	34
LOC103056851	NA	52	87	105	68	99	64	110	154
LOC103057020	NA	39	83	47	26	32	43	100	68
LOC107326773	NA	3	16	10	5	5	8	14	12
LOC103057255	NA	0	0	0	0	1	0	0	0
LOC103057488	NA	116	105	112	178	182	172	105	133
LOC103057729	NA	346	1139	692	1215	606	846	1014	634
LOC107326774	NA	0	0	0	0	0	0	0	0
LOC103057971	NA	0	0	0	0	0	0	0	0
TRNAC-GCA_6	NA	0	0	0	0	0	0	0	0
TRNAC-GCA_7	NA	0	0	0	0	0	0	0	0
LOC103058514	NA	757	2855	1396	3146	1279	1573	3137	1219
LOC103058994	NA	2	1	2	5	4	2	5	6
LOC107326775	NA	6	5	4	9	16	21	10	10
LOC103059725	NA	270	268	115	294	322	290	176	97
LOC112543268	NA	0	0	0	0	0	0	0	0
LOC103059962	NA	0	0	0	0	0	0	0	0
LOC112543269	NA	0	0	0	0	0	0	0	0
LOC103060130	NA	138	135	250	202	222	166	234	199
LOC112543270	NA	23	4	12	23	25	15	12	9
LOC103060356	NA	14	5	2	14	3	22	16	15
LOC103060602	NA	79	53	93	161	87	175	140	85
LOC103060851	NA	27	30	12	41	18	64	37	11
LOC103061090	NA	0	0	0	0	0	0	0	0
LOC103061328	NA	1	1	0	0	0	0	0	0
LOC103061570	NA	16	70	26	114	21	60	100	79
LOC103061800	NA	100	191	140	121	160	122	139	153
LOC103062039	NA	11	5	3	11	11	14	13	8
LOC112543271	NA	1	0	0	0	0	0	0	0
LOC103063244	NA	59	95	57	77	51	105	66	78
LOC112543272	NA	1	1	2	0	0	5	0	1
LOC112543273	NA	5	12	12	13	11	4	16	23
LOC112543275	NA	0	0	0	0	0	0	0	0
LOC112543274	NA	0	0	0	0	0	1	0	0
BHLHA9	NA	0	0	0	0	1	0	0	0
LOC103063944	NA	78	244	435	115	76	168	439	376
LOC112543279	NA	2	6	0	12	0	13	10	16
LOC103064186	NA	516	711	680	709	741	775	684	661
LOC103064670	NA	0	0	0	0	0	0	0	0
NUP62	NA	751	1250	973	1067	1150	975	1026	844
LOC107326776	NA	0	0	0	0	0	0	0	0
LOC103065631	NA	4	3	2	6	3	1	0	2
LOC112543280	NA	1	0	0	0	0	0	0	0
LOC103066114	NA	0	0	1	3	0	0	0	0
LOC103066584	NA	35	60	34	59	53	56	24	37
LOC103066821	NA	99	147	172	229	114	176	184	143
LOC112543281	NA	0	4	0	0	0	0	0	0
LOC103067301	NA	1	3	2	8	1	8	4	3
LOC103067757	NA	12	11	26	21	23	17	26	20
LOC103067983	NA	0	0	0	0	0	0	0	0
LOC112543282	NA	26	45	86	66	32	42	29	82
LOC112543284	NA	7	1	3	10	3	10	5	3
LOC112543283	NA	3	7	1	4	2	10	6	0
LOC103048595	NA	0	0	0	0	0	0	0	0
LOC103048828	NA	22	45	21	13	35	27	44	34
LOC103049314	NA	0	2	1	5	0	1	6	0
LOC103049551	NA	0	0	0	0	0	0	0	0
LOC112543285	NA	0	0	0	0	0	0	0	0
LOC103049797	NA	1	0	0	0	0	0	0	0
LOC103050047	NA	0	0	0	6	0	1	0	0
LOC103050293	NA	1	0	0	0	2	0	0	0
LOC103050536	NA	1	3	0	2	0	1	1	0
LOC103050781	NA	8	0	3	5	1	1	3	0
LOC112543286	NA	187	177	270	250	187	171	255	262
CCDC152	NA	6121	2204	2939	11596	8858	7795	2530	2889
LOC103051249	NA	95	228	137	154	119	166	185	174
LOC103051714	NA	154	192	226	330	162	297	204	227
LOC112543289	NA	10	17	24	30	20	26	30	21
LOC103052185	NA	0	0	0	0	0	0	0	0
LOC103052424	NA	0	1	0	1	0	2	3	0
LOC103052660	NA	11	48	36	32	18	36	32	32
LOC112543290	NA	301	478	352	311	392	432	314	382
TRNAL-CAG_3	NA	0	0	0	0	0	0	0	0
LOC103053042	NA	71	92	88	148	134	121	109	70
LOC107326782	NA	67	10	37	72	59	94	27	45
LOC112543292	NA	0	0	0	0	0	0	0	0
LOC112543293	NA	153	536	195	271	280	356	485	210
LOC112543294	NA	138	180	163	312	214	236	153	141
LOC103053989	NA	3	58	9	14	10	13	45	16
LOC103054400	NA	185	249	244	294	241	311	262	265
LOC103054636	NA	49	100	79	71	61	73	105	89
LOC103054873	NA	15	34	25	7	15	20	29	35
LOC112543295	NA	43	20	58	112	100	96	68	73
LOC103055111	NA	129	433	409	282	136	243	484	652
GSTK1	NA	609	1258	847	869	691	769	950	891
LOC103055589	NA	194	324	217	278	183	223	299	214
LOC103055814	NA	115	93	161	245	119	180	165	138
LOC103056052	NA	60	140	164	101	27	79	136	239
LOC107326783	NA	3	7	1	1	0	2	4	0
LOC103057021	NA	300	279	234	508	276	381	357	322
LOC103057256	NA	0	0	0	0	1	0	0	0
LOC107326785	NA	0	0	0	0	0	0	0	0
LOC112543296	NA	30	50	51	81	48	81	49	50
LOC103057730	NA	0	0	0	0	1	0	0	0
LOC103057972	NA	53	68	102	82	46	89	55	72
LOC103058214	NA	269	127	342	397	357	322	275	298
LOC103058676	NA	2	0	0	0	0	0	2	0
LOC112543299	NA	59	443	341	459	97	490	547	287
HTRA2	NA	923	1545	1258	1878	1151	1302	1551	1187
LOC103059963	NA	0	12	0	9	3	2	12	4
LOC107326787	NA	11	51	23	48	22	31	52	26
LOC103060358	NA	369	1844	1510	3801	576	962	3507	1490
LOC112543300	NA	4	13	4	3	2	3	25	7
LOC103060852	NA	222	162	227	303	247	204	233	275
LOC103061091	NA	0	0	0	0	0	0	1	0
LOC112543301	NA	0	0	0	0	0	0	0	0
RPS18	NA	23902	21859	23287	28748	34619	29604	17535	23942
LOC112543302	NA	0	0	0	0	0	0	0	0
LOC103061801	NA	2	2	3	4	0	2	0	0
LOC112543303	NA	0	0	0	0	0	0	0	0
LOC103062441	NA	53	146	114	92	68	56	124	85
LOC112543304	NA	0	0	0	0	0	0	0	0
LOC103062919	NA	168	260	175	225	160	205	234	161
PSMG3	NA	398	652	657	517	536	559	586	683
LOC103063867	NA	7	0	3	12	3	14	9	7
LOC112543305	NA	0	0	0	0	0	0	0	0
LOC103064026	NA	221	235	306	292	248	262	268	247
LOC103064272	NA	0	0	1	0	0	1	0	0
LOC103064508	NA	42	65	50	92	53	63	44	18
LOC103064751	NA	76	374	174	353	110	153	352	141
LOC103064988	NA	0	0	0	0	0	0	0	0
LOC112543306	NA	0	2	0	0	0	0	0	0
LOC112543307	NA	71	121	123	99	102	75	84	110
LOC112543308	NA	6	5	12	2	4	2	9	5
LOC103065219	NA	39	49	50	42	35	61	46	26
LOC112543309	NA	0	0	0	0	0	0	0	0
LOC112543310	NA	7	21	9	10	3	6	22	11
LOC103065462	NA	7	1	1	3	11	1	2	3
LOC112543311	NA	0	0	0	0	0	0	0	0
LOC103066187	NA	96	39	87	104	81	137	59	106
LOC103066427	NA	27	61	46	62	30	84	85	73
LOC103066656	NA	32	169	93	136	59	63	187	78
LOC112543312	NA	0	0	0	0	0	0	0	0
LOC103066905	NA	3	5	0	6	2	7	5	4
LOC112543313	NA	0	0	0	0	0	0	0	0
LOC112543314	NA	0	6	2	9	3	7	4	0
LOC112543315	NA	1	0	0	0	0	0	0	0
LOC103067598	NA	39	33	55	90	62	109	67	45
LOC103067758	NA	53	98	87	142	108	89	101	109
LOC103067984	NA	6	29	10	25	7	3	16	2
LOC103068223	NA	0	0	0	0	0	0	0	0
LOC103048132	NA	0	0	0	0	0	0	0	0
LOC112543316	NA	2	5	0	0	0	0	5	0
LOC103048597	NA	0	0	0	0	0	0	1	0
LOC103048830	NA	0	0	0	0	0	0	0	0
LOC112543317	NA	0	0	0	0	1	0	0	0
LOC103049316	NA	3	13	11	23	2	11	23	12
NDUFS7	NA	1715	4851	2873	2262	2003	2303	3527	2271
LOC103049799	NA	51	85	39	50	43	63	69	39
LOC103050049	NA	23	18	36	22	20	35	32	31
LOC103050295	NA	5	3	4	3	1	0	0	5
LOC103050538	NA	162	244	199	448	239	306	261	188
LOC103050782	NA	82	45	71	173	53	102	83	121
LOC107326789	NA	0	0	0	0	1	0	0	0
LOC107326790	NA	2	20	3	7	2	0	12	1
DLX1	NA	1	0	0	0	0	0	0	0
LOC103051486	NA	2	12	6	56	7	16	5	6
LOC103051715	NA	220	153	223	458	349	438	258	287
LOC103051871	NA	0	0	0	0	0	0	0	0
LOC107326791	NA	2	5	15	4	8	12	7	7
LOC103052349	NA	9	36	29	45	13	21	39	12
LOC112543319	NA	0	0	0	0	0	0	0	0
LOC103052589	NA	0	0	0	0	0	0	0	0
